0,78.5938951028509
1,-53.863642510929445
2,89.71880635328571
3,-39.58182858443271
4,-21.578209493045915
5,-2.1949728502879164
6,-0.02209996035438078
7,-4.040857018444357e-06
8,-3.069991189409999e-06
9,-3.0761795581800585e-06
10,-3.0624662512693446e-06
11,-3.0633743903257378e-06
12,-3.0665455308859007e-06
13,-3.0678686253757043e-06
14,-3.0613814206912064e-06
15,-3.0723307664306208e-06
16,-3.0747597591860372e-06
17,-3.0882933077857363e-06
18,-3.0767647563789816e-06
19,-3.0628746218909204e-06
20,-3.0764301222810503e-06
21,-3.0699478696894915e-06
22,-3.0807578866352126e-06
23,-3.0907946025075856e-06
24,-3.0903487577950095e-06
25,-3.08670889765154e-06
26,-3.0651201347868183e-06
27,-3.071559414208884e-06
28,-3.0736966593129335e-06
29,-3.074904163960783e-06
30,-3.0618043217829904e-06
31,-3.073833122018987e-06
32,-3.062059093187901e-06
33,-3.0907226501314977e-06
34,-3.0860370481900804e-06
35,-3.062306545358812e-06
36,-3.0625517398348675e-06
37,-3.0727339291019484e-06
38,-3.0810787809981395e-06
39,-3.0673297341180433e-06
40,-3.0621132116550072e-06
41,-3.0871622521046354e-06
42,-3.0817055576140305e-06
43,-3.068353544549343e-06
44,-3.0901766128410617e-06
45,-3.0621055126093813e-06
46,-3.062419161648496e-06
47,-3.062256433915943e-06
48,-3.07164610299964e-06
49,-3.0905811530386893e-06
50,-3.0786761858198196e-06
51,-3.0847638056616945e-06
52,-3.0672893669400274e-06
53,-3.076499549075205e-06
54,-3.0906617919325667e-06
55,-3.0627160042396353e-06
56,-3.0612084541548334e-06
57,-3.075217529736648e-06
58,-3.0759888442200063e-06
59,-3.0802464926306074e-06
60,-3.0797944117655766e-06
61,-3.069009080844388e-06
62,-3.0621765912090155e-06
63,-3.09078171681276e-06
64,-3.0630117247808305e-06
65,-3.0704568725602694e-06
66,-3.090032152411583e-06
67,-3.0903833556218094e-06
68,-3.0825676107864866e-06
69,-3.091960412388678e-06
70,-3.06388779146243e-06
71,-3.0717596160191442e-06
72,-3.0711593484686683e-06
73,-3.079138827448458e-06
74,-3.072793401600197e-06
75,-3.0650941833106526e-06
76,-3.0907310978298754e-06
77,-3.09092028609446e-06
78,-3.063671564343228e-06
79,-3.082522617074562e-06
80,-3.081984017574721e-06
81,-3.0675068503539983e-06
82,-3.0698629805309173e-06
83,-3.0855964345345775e-06
84,-3.070326497629228e-06
85,-3.0740898199850993e-06
86,-3.070052420932382e-06
87,-3.0695563258667536e-06
88,-3.0668667092572313e-06
89,-3.067097083562749e-06
90,-3.0908134841479105e-06
91,-3.090100538298067e-06
92,-3.0624450125764753e-06
93,-3.0617474245932275e-06
94,-3.0717055300234464e-06
95,-3.0641776875219755e-06
96,-3.0617684831083526e-06
97,-3.0631685242039985e-06
98,-3.068458193683513e-06
99,-3.091745145029392e-06
